Station name,Station number,Date,Radiation type,05-06 LST(W•h/m²),06-07 LST(W•h/m²),07-08 LST(W•h/m²),08-09 LST(W•h/m²),09-10 LST(W•h/m²),10-11 LST(W•h/m²),11-12 LST(W•h/m²),12-13 LST(W•h/m²),13-14 LST(W•h/m²),14-15 LST(W•h/m²),15-16 LST(W•h/m²),16-17 LST(W•h/m²),17-18 LST(W•h/m²),18-19 LST(W•h/m²)
"Haifa, Technion",850,28/04/2020,Global,70,276,506,724,891,988,1012,977,872,738,438,248,66,0
"Haifa, Technion",850,29/04/2020,Global,31,192,539,654,753,739,595,400,556,523,473,201,58,0
"Haifa, Technion",850,30/04/2020,Global,72,194,421,647,876,978,907,982,900,750,555,245,59,0
"Haifa, Technion",850,01/05/2020,Global,71,289,533,696,866,973,1021,1002,909,759,560,290,98,6
"Haifa, Technion",850,02/05/2020,Global,67,238,463,735,884,989,1075,1014,836,562,523,328,81,3
"Haifa, Technion",850,03/05/2020,Global,72,297,526,729,857,992,1035,1011,920,781,586,355,97,3
"Haifa, Technion",850,04/05/2020,Global,83,323,407,685,852,954,1013,967,872,748,559,340,93,4
"Haifa, Technion",850,05/05/2020,Global,26,40,106,58,113,231,360,308,380,442,207,153,71,4
"Haifa, Technion",850,06/05/2020,Global,102,353,474,742,705,764,679,634,605,447,427,256,71,4
"Haifa, Technion",850,07/05/2020,Global,91,312,436,561,854,733,1042,981,892,748,563,334,106,5
"Haifa, Technion",850,08/05/2020,Global,87,301,520,716,874,974,1001,986,909,757,549,334,119,5
"Haifa, Technion",850,09/05/2020,Global,27,20,37,145,373,511,542,522,654,549,444,292,59,5
"Haifa, Technion",850,10/05/2020,Global,95,349,550,744,796,969,1059,1024,934,784,588,346,97,6
"Haifa, Technion",850,11/05/2020,Global,98,317,519,729,877,911,1021,828,831,759,566,256,115,8
"Haifa, Technion",850,12/05/2020,Global,93,293,510,714,871,963,991,968,888,748,565,337,115,7
